Server,"Health Check",Static,"Http Request"
OpenSwoole,8.4571714782715,9.0205030918121,5.8432147598267
Swoole,9.8539122104645,10.370024185181,6.3912216281891
RoadRunner,2.5287469005585,4.2241836643219,4.027711687088
FrankenPHP,4.1976526927948,5.877434425354,5.2523446273804
